F,SD,SB,SC,SE
1027,1.1817310763334399,1.2775471095496647,0.0,87.12871287128714
1028,1.182108626198083,1.2779552715654952,0.0,87.12460063897764
1029,1.1824864173857463,1.278363694471077,0.0,87.1204857782039
1030,1.1828644501278773,1.278772378516624,0.0,87.11636828644501
1031,1.18324272465622,1.2791813239526704,0.0,87.14422769427567
1032,1.183621241202815,1.2795905310300704,0.0,87.1401151631478
1033,1.184,1.28,0.0,87.104
1034,1.1843790012804096,1.2804097311139564,0.0,87.09987195902688
1035,1.1847582452769774,1.2808197246237591,0.0,87.09574127441563
1036,1.185137732222934,1.2812299807815504,0.0,87.09160794362587
1037,1.1855174623518103,1.281640499839795,0.0,87.08747196411407
1038,1.185897435897436,1.2820512820512822,0.0,87.08333333333333
1039,1.1862776530939403,1.2824623276691247,0.0,87.04713049054185
1040,1.1866581141757537,1.2828736369467608,0.0,87.04297626683771
1041,1.1549566891241578,1.2832852101379533,0.0,87.03881937760667
1042,1.1553273427471116,1.2836970474967908,0.0,87.03465982028241
1043,1.1556982343499198,1.2841091492776886,0.0,87.03049759229535
1044,1.1560693641618498,1.2845215157353886,0.0,87.02633269107258
1045,1.156440732412464,1.2849341471249598,0.0,87.0221651140379
1046,1.1568123393316196,1.2853470437017995,0.0,87.01799485861183
1047,1.1571841851494695,1.2857602057216329,0.0,87.0138219222115
1048,0.9967845659163987,1.2861736334405145,0.0,87.0096463022508
1049,0.9971051785139916,1.2865873271148278,0.0,87.00546799614024
1050,0.9974259974259975,1.287001287001287,0.0,87.001287001287
1051,0.9977470228516253,1.287415513356936,0.0,86.99710331509495
1052,0.9980682549903412,1.2878300064391501,0.0,86.99291693496458
1053,0.998389694041868,1.288244766505636,0.0,86.98872785829307
1054,0.9987113402061856,1.288659793814433,0.0,86.98453608247422
1055,0.999033193683532,1.2890750886239124,0.0,86.98034160489848
1056,0.9993552546744036,1.2894906511927788,0.0,86.97614442295293
1057,0.999677523379555,1.289906481780071,0.0,86.97194453402129
1058,1.0,1.2903225806451613,0.0,86.96774193548387
1059,1.000322684737012,1.2907389480477574,0.0,86.96353662471765
1060,1.000645577792124,1.2911555842479019,0.0,86.9593285990962
1061,1.0009686793671295,1.2915724895059735,0.0,86.95511785598967
1062,1.0012919896640826,1.2919896640826873,0.0,86.9186046511628
1063,1.001615508885299,1.2924071082390953,0.0,86.91437802907916
1064,1.0019392372333549,1.292824822236587,0.0,86.7808661926309
1065,1.0022631749110895,1.2932428063368897,0.0,86.67959909473004
1066,1.0025873221216042,1.2936610608020698,0.0,86.70763260025873
1067,1.0029116790682626,1.2940795858945324,0.0,86.67098026528632
1068,1.0032362459546926,1.2944983818770226,0.0,86.66666666666667
1069,1.0035610229847847,1.1006798316607316,0.0,86.66235027516996
1070,1.0038860103626943,1.1010362694300517,0.0,86.65803108808291
1071,1.004211208292841,1.101392938127632,0.0,86.6537091026887
1072,1.0045366169799093,1.101749837977965,0.0,86.58457550226831
1073,1.0048622366288493,1.1021069692058347,0.0,86.58022690437602
1074,1.0051880674448768,1.1024643320363166,0.0,86.57587548638132
1075,1.0055141096334739,1.1028219266947779,0.0,86.57152124554005
1076,1.0058403634003894,1.1031797534068786,0.0,86.46982478909798
1077,1.006166828951639,1.103537812398572,0.0,86.49789029535864
1078,1.0064935064935066,1.103896103896104,0.0,86.49350649350649
1079,1.006820396232543,1.104254628126015,0.0,86.45664176680741
1080,1.0071474983755686,1.1046133853151396,0.0,86.45224171539961
1081,1.0074748131296718,1.1049723756906078,0.0,86.48033799155021
1082,1.0078023407022108,1.105331599479844,0.0,86.47594278283485
1083,1.008130081300813,1.1056910569105691,0.0,86.5040650406504
1084,1.0084580351333767,1.1060507482108002,0.0,86.43461288223813
1085,1.0087862024080703,1.1064106736088513,0.0,86.4627399934917
1086,1.0091145833333333,1.1067708333333333,0.0,86.45833333333333
1087,1.009443178117877,1.1071312276131553,0.0,86.45392380332139
1088,1.009771986970684,1.1074918566775245,0.0,86.44951140065146
1089,1.0101010101010102,1.1078527207559465,0.0,86.44509612251548
1090,1.0104302477183833,1.1082138200782268,0.0,86.44067796610169
1091,1.0107597000326052,1.1085751548744702,0.0,86.43625692859472
1092,1.0110893672537509,1.1089367253750815,0.0,86.43183300717547
1093,1.0114192495921697,1.1092985318107667,0.0,86.4274061990212
1094,1.0117493472584855,1.1096605744125327,0.0,86.4556135770235
1095,1.0120796604635978,1.1100228534116878,0.0,86.45119164218087
1096,1.0124101894186806,1.1103853690398433,0.0,86.44676681907251
1097,1.0127409343351845,1.1107481215289121,0.0,86.44233910486768
1098,1.0130718954248366,1.1111111111111112,0.0,86.47058823529412
1099,1.0134030728996404,1.1114743380189605,0.0,86.40078457012095
1100,1.013734466971877,1.1118378024852844,0.0,86.39633747547417
1101,0.9813542688910697,1.1122015047432123,0.0,86.39188747137716
1102,0.981675392670157,1.112565445026178,0.0,86.38743455497382
1103,0.9819967266775778,1.1129296235679214,0.0,86.38297872340425
1104,0.9823182711198428,1.1132940406024885,0.0,86.37851997380484
1105,0.982640026203734,1.1136586963642319,0.0,86.37405830330822
1106,0.9829619921363041,1.1140235910878113,0.0,86.36959370904324
1107,0.983284169124877,1.114388725008194,0.0,86.3323500491642
1108,0.9836065573770492,1.1147540983606556,0.0,86.09836065573771
1109,0.9839291571006887,1.1151197113807805,0.0,86.09380124631026
1110,0.984251968503937,1.1154855643044619,0.0,86.12204724409449
1111,0.9845749917952084,1.115851657367903,0.0,86.11749261568757
1112,0.9848982271831911,1.1162179908076166,0.0,86.112934996717
1113,0.9852216748768473,1.116584564860427,0.0,86.04269293924466
1114,0.985545335085414,1.1169513797634691,0.0,86.07095926412615
1115,0.9858692080184029,1.1173184357541899,0.0,86.06638186000657
1116,0.9861932938856016,1.1176857330703485,0.0,86.06180144641684
1117,0.9865175928970733,1.1180532719500165,0.0,86.05721802038804
1118,0.9868421052631579,1.118421052631579,0.0,86.05263157894737
1119,0.9871668311944719,1.1187890753537348,0.0,86.04804211911814
1120,0.9874917709019092,1.119157340355497,0.0,86.04344963791968
1121,0.9878169245966414,1.1195258478761936,0.0,86.03885413236746
1122,0.9881422924901185,1.1198945981554678,0.0,86.03425559947298
1123,0.9884678747940692,1.1202635914332784,0.0,86.02965403624383
1124,0.988793671720501,1.1206328279499012,0.0,85.92617007251154
1125,0.7253544345532477,1.1210023079459281,0.0,85.92152983844379
1126,0.7255936675461742,1.121372031662269,0.0,85.91688654353563
1127,0.7258330583965688,1.1217419993401518,0.0,85.91224018475751
1128,0.7260726072607261,1.1221122112211221,0.0,85.9075907590759
1129,0.7263123142951469,1.1224826675470452,0.0,85.90293826345328
1130,0.726552179656539,1.1228533685601056,0.0,85.89828269484808
1131,0.726792203501817,1.123224314502808,0.0,85.89362405021474
1132,0.7270323859881032,1.1235955056179776,0.0,85.88896232650363
1133,0.6611570247933884,1.1239669421487604,0.0,85.88429752066116
1134,0.6613756613756614,1.1243386243386244,0.0,85.87962962962963
1135,0.6615944426066821,1.1247105524313596,0.0,85.90803837247768
1136,0.6618133686300464,1.1250827266710788,0.0,85.87028457974851
1137,0.6620324395895398,1.1254551473022179,0.0,85.86560741476332
1138,0.6622516556291391,1.1258278145695364,0.0,85.86092715231788
1139,0.6624710168930109,1.1262007287181186,0.0,85.85624378933421
1140,0.6626905235255136,1.126573889993373,0.0,85.85155732273029
1141,0.6629101756711966,1.126947298641034,0.0,85.84686774941996
1142,0.6631299734748011,1.1273209549071619,0.0,85.842175066313
1143,0.6633499170812603,1.1276948590381426,0.0,85.87064676616916
1144,0.6635700066357001,1.1280690112806901,0.0,85.86595885865958
1145,0.6637902422834384,1.1284434118818454,0.0,85.86126783936277
1146,0.6640106241699867,1.1288180610889775,0.0,85.85657370517929
1147,0.6642311524410495,1.129192959149784,0.0,85.85187645300564
1148,0.6644518272425249,1.1295681063122924,0.0,85.84717607973423
1149,0.6646726487205051,1.1299435028248588,0.0,85.84247258225324
1150,0.6648936170212766,1.1303191489361701,0.0,85.87101063829788
1151,0.6651147322913202,1.1306950448952444,0.0,85.89956767542401
1152,0.6653359946773121,1.1310711909514304,0.0,85.89487691284099
1153,0.6655574043261231,1.1314475873544094,0.0,85.89018302828619
1154,0.6657789613848203,1.1318242343541944,0.0,85.88548601864181
1155,0.666000666000666,1.1322011322011323,0.0,85.91408591408592
1156,0.6662225183211192,1.1325782811459026,0.0,85.87608261159227
1157,0.6664445184938353,1.13295568143952,0.0,85.90469843385539
1158,0.6666666666666666,1.1333333333333333,0.0,85.9
1159,0.6668889629876625,1.1337112370790263,0.0,85.89529843281093
1160,0.66711140760507,1.134089392928619,0.0,85.59039359573049
1161,0.667334000667334,1.1344678011344678,0.0,85.58558558558559
1162,0.6675567423230975,1.1348464619492658,0.0,85.5807743658211
1163,0.667779632721202,1.1352253756260433,0.0,85.57595993322204
1164,0.6680026720106881,1.1356045424181698,0.0,85.57114228456913
1165,0.6682258603407952,1.1359839625793517,0.0,85.43267624457066
1166,0.6684491978609626,1.1363636363636365,0.0,85.39438502673796
1167,0.6686726847208292,1.1367435640254095,0.0,85.42293547308593
1168,0.6688963210702341,1.137123745819398,0.0,85.41806020066889
1169,0.6691201070592171,1.137504182000669,0.0,85.37972566075611
1170,0.6693440428380187,1.1378848728246318,0.0,85.3748326639893
1171,0.6695681285570807,1.1382658185470371,0.0,85.40341479745564
1172,0.6697923643670463,1.1386470194239786,0.0,85.3985264567984
1173,0.6700167504187605,1.1390284757118927,0.0,85.36013400335008
1174,0.6702412868632708,1.1394101876675604,0.0,85.35522788203754
1175,0.670465973851827,1.1397921555481059,0.0,85.35031847133757
1176,0.670690811535882,1.1401743796109993,0.0,85.34540576794097
1177,0.6709158000670916,1.1405568601140557,0.0,85.34048976853406
1178,0.6711409395973155,1.1409395973154361,0.0,85.33557046979865
1179,0.671366230278617,1.141322591473649,0.0,85.33064786841221
1180,0.6715916722632639,1.1417058428475486,0.0,85.25856279382135
1181,0.6718172657037286,1.1420893516963386,0.0,85.25361101780315
1182,0.6720430107526881,1.14247311827957,0.0,85.2486559139785
1183,0.6722689075630253,1.1428571428571428,0.0,85.24369747899159
1184,0.6724949562878278,1.1432414256893073,0.0,85.23873570948219
1185,0.6727211570803902,1.1436259670366633,0.0,85.26740665993945
1186,0.6729475100942126,1.1440107671601616,0.0,85.19515477792733
1187,0.6731740154830024,1.144395826321104,0.0,85.19017165937395
1188,0.6734006734006734,1.1447811447811447,0.0,85.18518518518519
1189,0.6736274840013473,1.1451667228022904,0.0,85.18019535197035
1190,0.6738544474393531,1.1455525606469004,0.0,85.17520215633424
1191,0.6740815638692281,1.1459386585776878,0.0,85.17020559487698
1192,0.6743088334457181,1.1463250168577208,0.0,85.1652056641942
1193,0.6745362563237775,1.1467116357504217,0.0,85.1602023608769
1194,0.6747638326585695,1.147098515519568,0.0,85.08771929824562
1195,0.6749915626054674,1.1474856564292946,0.0,85.08268646641918
1196,0.675219446320054,1.1478730587440917,0.0,85.0776502363268
1197,0.6754474839581223,1.1482607227288077,0.0,85.0726106045255
1198,0.6756756756756757,1.1486486486486487,0.0,85.06756756756756
1199,0.6759040216289287,1.1490368367691788,0.0,85.09631632308212
1200,0.676132521974307,1.1494252873563218,0.0,85.09127789046653
1201,0.6763611768684478,1.149814000676361,0.0,85.08623605005073
1202,0.6765899864682002,1.1502029769959405,0.0,85.11502029769959
1203,0.676818950930626,1.1505922165820643,0.0,85.10998307952623
1204,0.6770480704129993,1.1509817197020988,0.0,85.10494245091401
1205,0.6772773450728073,1.1513714866237725,0.0,85.13376227565188
1206,0.6775067750677507,1.151761517615176,0.0,84.92547425474255
1207,0.6777363605557438,1.1521518129447645,0.0,84.9203659776347
1208,0.6779661016949152,1.152542372881356,0.0,84.94915254237289
1209,0.678195998643608,1.1529331976941335,0.0,84.9440488301119
1210,0.6784260515603799,1.153324287652646,0.0,84.93894165535957
1211,0.6786562606040041,1.153715643026807,0.0,84.9338310145911
1212,0.6788866259334692,1.1541072640868975,0.0,84.92871690427698
1213,0.6791171477079796,1.1544991511035654,0.0,84.85568760611206
1214,0.6793478260869565,1.1548913043478262,0.0,84.85054347826087
1215,0.6795786612300374,1.1552837240910636,0.0,84.84539585457017
1216,0.6798096532970768,1.1556764106050306,0.0,84.84024473147518
1217,0.6800408024481469,1.1560693641618498,0.0,84.83509010540632
1218,0.6802721088435374,1.1564625850340136,0.0,84.82993197278911
1219,0.6805035726437564,1.1568560734943858,0.0,84.82477033004423
1220,0.6807351940095303,1.1572498298162015,0.0,84.68345813478557
1221,0.6809669731018045,1.1576438542730678,0.0,84.64419475655431
1222,0.6811989100817438,1.1580381471389645,0.0,84.63896457765668
1223,0.6814310051107325,1.1584327086882453,0.0,84.5655877342419
1224,0.6816632583503749,1.1588275391956373,0.0,84.38991138377641
1225,0.6818956699624957,1.1592226389362428,0.0,84.38458915785884
1226,0.6821282401091405,1.159618008185539,0.0,84.34515688949523
1227,0.6823609689525759,1.160013647219379,0.0,84.33981576253838
1228,0.6825938566552902,1.1604095563139931,0.0,84.33447098976109
1229,0.6828269033799932,1.1608057357459884,0.0,84.32912256742915
1230,0.6830601092896175,1.1612021857923498,0.0,84.32377049180327
1231,0.683293474547318,1.1615989067304406,0.0,84.31841475913905
1232,0.683526999316473,1.1619958988380041,0.0,84.34723171565277
1233,0.6837606837606838,1.1623931623931625,0.0,84.34188034188034
1234,0.6839945280437757,1.1627906976744187,0.0,84.37072503419972
1235,0.6842285323297982,1.163188504960657,0.0,84.36537803626412
1236,0.6844626967830253,1.163586584531143,0.0,83.94934976043805
1237,0.6846970215679562,1.1639849366655255,0.0,83.94385484423142
1238,0.684931506849315,1.1643835616438356,0.0,83.93835616438356
1239,0.6851661527920521,1.1647824597464884,0.0,83.89859540938677
1240,0.6854009595613434,1.1651816312542838,0.0,83.8245373543523
1241,0.6856359273225917,1.1655810764484058,0.0,83.85327391155296
1242,0.6858710562414266,1.1659807956104253,0.0,83.8477366255144
1243,0.6861063464837049,1.1663807890222984,0.0,83.87650085763293
1244,0.6863417982155113,1.1667810569663692,0.0,83.87096774193549
1245,0.6865774116031582,1.167181599725369,0.0,83.86543082732578
1246,0.6868131868131868,1.1675824175824177,0.0,83.85989010989012
1247,0.6870491240123668,1.1679835108210237,0.0,83.85434558570938
1248,0.6872852233676976,1.168384879725086,0.0,83.8487972508591
1249,0.6875214850464078,1.168786524578893,0.0,83.84324510140942
1250,0.687757909215956,1.169188445667125,0.0,83.83768913342503
1251,0.6879944960440316,1.1695906432748537,0.0,83.83212934296526
1252,0.6882312456985548,1.169993117687543,0.0,83.82656572608397
1253,0.6884681583476764,1.1703958691910499,0.0,83.8209982788296
1254,0.6887052341597796,1.1707988980716253,0.0,83.78099173553719
1255,0.6889424733034791,1.1712022046159145,0.0,83.77540475370307
1256,0.6891798759476223,1.171605789110958,0.0,83.7698139214335
1257,0.6894174422612892,1.1720096518441916,0.0,83.76421923474663
1258,0.6896551724137931,1.1724137931034482,0.0,83.75862068965517
1259,0.689893066574681,1.1728182131769576,0.0,83.75301828216627
1260,0.6901311249137336,1.173222912353347,0.0,83.4368530020704
1261,0.6903693476009665,1.173627890921643,0.0,83.4311356575768
1262,0.6906077348066298,1.1740331491712708,0.0,83.42541436464089
1263,0.690846286701209,1.1744386873920554,0.0,83.41968911917098
1264,0.691085003455425,1.1748445058742225,0.0,83.4139599170698
1265,0.691323885240235,1.1752506049083995,0.0,83.37366055997235
1266,0.6915629322268326,1.1756569847856155,0.0,83.40248962655602
1267,0.6918021445866482,1.176063645797302,0.0,83.39674852992044
1268,0.6920415224913494,1.1764705882352942,0.0,83.39100346020761
1269,0.6922810661128418,1.176877812391831,0.0,83.38525441329179
1270,0.6925207756232687,1.1772853185595569,0.0,83.37950138504155
1271,0.6927606511950122,1.1776931070315206,0.0,83.33910633875996
1272,0.693000693000693,1.178101178101178,0.0,83.33333333333333
1273,0.6932409012131716,1.1785095320623917,0.0,83.32755632582322
1274,0.6934812760055479,1.1789181692094313,0.0,83.32177531206658
1275,0.693721817551162,1.1793270898369754,0.0,83.31599028789455
1276,0.6939625260235948,1.179736294240111,0.0,83.31020124913255
1277,0.6942034015966678,1.1801457827143353,0.0,83.33911836167998
1278,0.6944444444444444,1.1805555555555556,0.0,83.19444444444444
1279,0.6946856547412296,1.1809656130600903,0.0,83.18860715526225
1280,0.6949270326615705,1.18137595552467,0.0,83.21751216122307
1281,0.6951685783802573,1.1817865832464372,0.0,83.21167883211679
1282,0.6954102920723226,1.1821974965229485,0.0,83.2058414464534
1283,0.6956521739130435,1.182608695652174,0.0,83.2
1284,0.6958942240779401,1.1830201809324983,0.0,83.19415448851774
1285,0.6961364427427776,1.183431952662722,0.0,83.15349808562478
1286,0.6963788300835655,1.1838440111420614,0.0,83.14763231197772
1287,0.6966213862765587,1.1842563566701498,0.0,83.14176245210729
1288,0.6968641114982579,1.1846689895470384,0.0,83.13588850174216
1289,0.6971070059254095,1.1850819100731962,0.0,83.02544440571627
1290,0.697350069735007,1.185495118549512,0.0,83.01952580195258
1291,0.6975933031042902,1.1859086152772933,0.0,83.01360306941054
1292,0.6978367062107467,1.1863224005582693,0.0,82.72854152128401
1293,0.6980802792321117,1.1867364746945899,0.0,82.68760907504362
1294,0.6983240223463687,1.187150837988827,0.0,82.71648044692738
1295,0.6985679357317499,1.1875654907439748,0.0,82.71044359063919
1296,0.6988120195667366,1.187980433263452,0.0,82.66946191474493
1297,0.6990562740300594,1.188395665851101,0.0,82.66340440405453
1298,0.6993006993006993,1.1888111888111887,0.0,82.65734265734265
1299,0.6995452955578874,1.1892270024484086,0.0,82.6162994053865
1300,0.6997900629811057,1.1896431070678797,0.0,82.61021693491952
1301,0.7000350017500875,1.1900595029751488,0.0,82.63913195659784
1302,0.7002801120448179,1.1904761904761905,0.0,82.63305322128852
1303,0.7005253940455342,1.1908931698774081,0.0,82.66199649737302
1304,0.700770847932726,1.1913104414856341,0.0,82.65592151366504
1305,0.7010164738871364,1.1917280056081319,0.0,82.64984227129338
1306,0.7012622720897616,1.1921458625525947,0.0,82.6437587657784
1307,0.701508242721852,1.1925640126271484,0.0,82.32199228340933
1308,0.7017543859649122,1.1929824561403508,0.0,82.3157894736842
1309,0.702000702000702,1.1934011934011934,0.0,82.30958230958231
1310,0.702247191011236,1.1938202247191012,0.0,82.30337078651685
1311,0.7024938531787847,1.194239550403934,0.0,82.29715489989462
1312,0.7027406886858749,1.1946591707659873,0.0,82.32607167955024
1313,0.70298769771529,1.195079086115993,0.0,82.24956063268893
1314,0.7032348804500703,1.1954992967651195,0.0,82.24331926863573
1315,0.7034822370735139,1.1959198030249736,0.0,82.23707351389378
1316,0.7037297677691766,1.1963406052076002,0.0,82.23082336382829
1317,0.703977472720873,1.196761703625484,0.0,82.22456881379796
1318,0.704225352112676,1.1971830985915493,0.0,82.25352112676056
1319,0.7044734061289186,1.1976047904191616,0.0,82.24727016555126
1320,0.704721634954193,1.1980267794221282,0.0,82.24101479915433
1321,0.5287275290800141,1.1984490659146987,0.0,82.23475502291153
1322,0.5289139633286318,1.1988716502115655,0.0,82.22849083215797
1323,0.5291005291005291,1.199294532627866,0.0,82.22222222222223
1324,0.529287226534933,1.1997177134791814,0.0,82.1453775582216
1325,0.5294740557712672,1.200141193081539,0.0,82.13907518531592
1326,0.5296610169491526,1.2005649717514124,0.0,82.13276836158192
1327,0.5298481102084069,1.2009890498057223,0.0,82.12645708230308
1328,0.5300353356890459,1.2014134275618376,0.0,81.97879858657244
1329,0.5302226935312832,1.201838105337575,0.0,81.97242841993638
1330,0.5304101838755304,1.2022630834512023,0.0,81.96605374823197
1331,0.5305978068623983,1.2026883622214362,0.0,81.99504775380262
1332,0.5307855626326964,1.2031139419674453,0.0,81.98867657466384
1333,0.5309734513274337,1.2035398230088497,0.0,81.98230088495575
1334,0.5311614730878187,1.2039660056657224,0.0,81.97592067988668
1335,0.5313496280552603,1.20439249025859,0.0,81.96953595465817
1336,0.5315379163713678,1.2048192771084338,0.0,81.96314670446492
1337,0.5317263381779511,1.205246366536689,0.0,81.99220134704005
1338,0.5319148936170213,1.2056737588652482,0.0,81.98581560283688
1339,0.5321035828307911,1.2061014544164597,0.0,81.97942532813055
1340,0.5322924059616749,1.20652945351313,0.0,82.00851667849538
1341,0.5324813631522897,1.2069577564785232,0.0,81.86013489527866
1342,0.5326704545454546,1.2073863636363635,0.0,81.85369318181819
1343,0.5328596802841918,1.2078152753108349,0.0,81.88277087033748
1344,0.5330490405117271,1.2082444918265813,0.0,81.8407960199005
1345,0.5332385353714895,1.2086740135087095,0.0,81.83434056167792
1346,0.5334281650071123,1.209103840682788,0.0,81.86344238975818
1347,0.5336179295624333,1.2095339736748487,0.0,81.85699039487727
1348,0.5338078291814946,1.209964412811388,0.0,81.85053380782918
1349,0.533997864008544,1.2103951584193664,0.0,81.84407262370951
1350,0.5341880341880342,1.210826210826211,0.0,81.8019943019943
1351,0.5343783398646241,1.2112575703598147,0.0,81.79551122194513
1352,0.5345687811831789,1.2116892373485388,0.0,81.78902352102637
1353,0.5347593582887701,1.2121212121212122,0.0,81.7825311942959
1354,0.5349500713266762,1.2125534950071326,0.0,81.77603423680456
1355,0.5351409204423832,1.2129860863360684,0.0,81.76953264359615
1356,0.5353319057815846,1.2134189864382583,0.0,81.79871520342613
1357,0.5355230274901821,1.2138521956444126,0.0,81.82791860049983
1358,0.5357142857142857,1.2142857142857142,0.0,81.85714285714286
1359,0.5359056806002144,1.2147195426938193,0.0,81.8506609503394
1360,0.536097212294496,1.2151536812008576,0.0,81.84417441029306
1361,0.5362888809438684,1.2155881301394351,0.0,81.83768323203432
1362,0.5364806866952789,1.2160228898426324,0.0,81.86695278969957
1363,0.5366726296958855,1.2164579606440071,0.0,81.86046511627907
1364,0.5368647100930566,1.2168933428775948,0.0,81.88976377952756
1365,0.5370569280343717,1.217329036877909,0.0,81.91908342284282
1366,0.5372492836676218,1.2177650429799427,0.0,81.91260744985674
1367,0.5374417771408098,1.2182013615191687,0.0,81.87029738445001
1368,0.5376344086021505,1.2186379928315412,0.0,81.72043010752688
1369,0.5378271782000718,1.219074937253496,0.0,81.71387594119756
1370,0.5380200860832137,1.2195121951219512,0.0,81.70731707317073
1371,0.5382131324004306,1.2199497667743093,0.0,81.70075349838537
1372,0.5384063173007897,1.2203876525484565,0.0,81.73007896625987
1373,0.5385996409335727,1.220825852782765,0.0,81.75942549371634
1374,0.5387931034482759,1.221264367816092,0.0,81.68103448275862
1375,0.5389867049946101,1.221703197987783,0.0,81.67445203018326
1376,0.5391804457225018,1.2221423436376708,0.0,81.7038102084831
1377,0.5393743257820928,1.222581805106077,0.0,81.69723121179432
1378,0.539568345323741,1.223021582733813,0.0,81.69064748201438
1379,0.5397625044980209,1.2234616768621807,0.0,81.68405901403382
1380,0.5399568034557235,1.2239020878329734,0.0,81.67746580273578
1381,0.5401512423478574,1.2243428159884768,0.0,81.59884767734965
1382,0.5403458213256485,1.2247838616714697,0.0,81.44812680115274
1383,0.5405405405405406,1.2252252252252251,0.0,81.44144144144144
1384,0.5407354001441961,1.225666906993511,0.0,81.47080028839221
1385,0.5409304002884963,1.2261089073205915,0.0,81.46411828344753
1386,0.5411255411255411,1.2265512265512266,0.0,81.45743145743145
1387,0.5413208228076507,1.2269938650306749,0.0,81.4507398051245
1388,0.5415162454873647,1.227436823104693,0.0,81.40794223826715
1389,0.5417118093174431,1.2278801011195377,0.0,81.40122788010112
1390,0.541907514450867,1.2283236994219653,0.0,81.4306358381503
1391,0.5421033610408384,1.2287676183592338,0.0,81.42392482833394
1392,0.5422993492407809,1.2292118582791034,0.0,81.45336225596529
1393,0.5424954792043399,1.2296564195298372,0.0,81.48282097649187
1394,0.5426917510853835,1.2301013024602026,0.0,81.47612156295224
1395,0.5428881650380022,1.2305465074194717,0.0,81.50560984437206
1396,0.5430847212165097,1.2309920347574221,0.0,81.53511947863866
1397,0.5432814197754436,1.231437884824339,0.0,81.56465048895328
1398,0.5434782608695652,1.2318840579710144,0.0,81.59420289855072
1399,0.5436752446538601,1.2323305545487495,0.0,81.55128669807901
1400,0.5438723712835388,1.2327773749093547,0.0,81.58085569253082
1401,0.544069640914037,1.2332245194051505,0.0,81.57417482771127
1402,0.5442670537010159,1.2336719883889695,0.0,81.60377358490567
1403,0.5444646098003629,1.234119782214156,0.0,81.59709618874773
1404,0.5446623093681917,1.2345679012345678,0.0,81.62672476397967
1405,0.5448601525608427,1.2350163458045769,0.0,81.62005085361425
1406,0.5450581395348837,1.2354651162790697,0.0,81.61337209302326
1407,0.5452562704471101,1.2359142130134497,0.0,81.60668847691748
1408,0.5454545454545454,1.2363636363636363,0.0,81.6
1409,0.5456529647144416,1.2368133866860676,0.0,81.59330665696616
1410,0.5458515283842795,1.2372634643377,0.0,81.58660844250363
1411,0.5460502366217692,1.2377138696760102,0.0,81.57990535129233
1412,0.5462490895848507,1.238164603058995,0.0,81.57319737800437
1413,0.546448087431694,1.238615664845173,0.0,81.56648451730419
1414,0.5466472303206997,1.239067055393586,0.0,81.5597667638484
1415,0.5468465184104995,1.2395187750637988,0.0,81.55304411228582
1416,0.5470459518599562,1.2399708242159009,0.0,81.54631655725747
1417,0.5472455308281649,1.2404232032105071,0.0,81.53958409339657
1418,0.5474452554744526,1.2408759124087592,0.0,81.4963503649635
1419,0.547645125958379,1.2413289521723256,0.0,81.4530850675429
1420,0.547845142439737,1.241782322863404,0.0,81.44631117604091
1421,0.5480453050785532,1.2422360248447204,0.0,81.439532334673
1422,0.5482456140350878,1.2426900584795322,0.0,81.4327485380117
1423,0.5484460694698354,1.243144424131627,0.0,81.42595978062157
1424,0.548646671543526,1.2435991221653255,0.0,81.45574250182882
1425,0.5488474204171241,1.2440541529454812,0.0,81.44895718990121
1426,0.5490483162518301,1.2445095168374818,0.0,81.44216691068814
1427,0.5492493592090809,1.24496521420725,0.0,81.43537165873306
1428,0.5494505494505495,1.2454212454212454,0.0,81.42857142857143
1429,0.5496518871381458,1.245877610846464,0.0,81.42176621473067
1430,0.5498533724340176,1.2463343108504399,0.0,81.45161290322581
1431,0.5500550055005501,1.2467913458012467,0.0,81.4081408140814
1432,0.5502567865003668,1.247248716067498,0.0,81.36463683052091
1433,0.5504587155963303,1.2477064220183487,0.0,81.35779816513761
1434,0.5506607929515418,1.2481644640234948,0.0,81.35095447870778
1435,0.5508630187293426,1.2486228424531767,0.0,81.3441057656996
1436,0.5510653930933137,1.2490815576781777,0.0,81.3372520205731
1437,0.5512679162072768,1.2495406100698272,0.0,81.33039323778023
1438,0.5514705882352942,1.25,0.0,81.32352941176471
1439,0.5516734093416698,1.250459727841118,0.0,81.35343876425156
1440,0.5518763796909493,1.2509197939661516,0.0,81.34657836644591
1441,0.5520794994479205,1.2513801987486197,0.0,81.33971291866028
1442,0.5522827687776142,1.251840942562592,0.0,81.33284241531665
1443,0.5524861878453039,1.2523020257826887,0.0,81.32596685082873
1444,0.552689756816507,1.2527634487840826,0.0,81.31908621960207
1445,0.5528934758569849,1.2532252119424991,0.0,81.23848138591964
1446,0.5530973451327433,1.2536873156342183,0.0,80.34660766961652
1447,0.5533013648100332,1.2541497602360752,0.0,80.37624492807082
1448,0.5535055350553506,1.2546125461254614,0.0,80.3690036900369
1449,0.5537098560354374,1.2550756736803248,0.0,80.36175710594316
1450,0.5539143279172821,1.255539143279173,0.0,80.35450516986707
1451,0.5541189508681197,1.2560029553010712,0.0,80.31030661248614
1452,0.5543237250554324,1.2564671101256466,0.0,80.3030303030303
1453,0.5545286506469501,1.2569316081330868,0.0,80.29574861367837
1454,0.5547337278106509,1.257396449704142,0.0,80.21449704142012
1455,0.5549389567147613,1.2578616352201257,0.0,80.20717721050684
1456,0.5551443375277573,1.2583271650629164,0.0,80.19985196150999
