F,SD,SB,SC,SE
162,94.91991991991992,85.48548548548548,0.0,98.42342342342343
163,94.81852315394242,85.40675844806007,0.0,98.44806007509386
164,94.76715072608913,85.42814221331999,0.0,98.47270906359539
165,94.76584022038567,85.24918607563235,0.0,98.47232657150012
166,94.73947895791584,84.94488977955912,0.0,98.42184368737475
167,94.66299173139564,84.91606113755951,0.0,98.4214482585818
168,94.63659147869674,84.53634085213032,0.0,98.42105263157895
169,94.6352469290549,84.30684382050639,0.0,98.32038104788167
170,94.63390170511535,84.22768304914744,0.0,98.31995987963892
171,94.6074742914472,84.22372711311763,0.0,98.3195385001254
172,94.22980431510285,83.9688911189162,0.0,98.31911690918214
173,94.15307402760351,82.9861982434128,0.0,98.31869510664994
174,93.57429718875503,82.93172690763052,0.0,98.31827309236948
175,93.54757720311324,82.77680140597539,0.0,98.31785086618127
176,93.37016574585635,82.74736313410347,0.0,98.34254143646409
177,93.26802310977142,82.74302938960061,0.0,98.34212509419744
178,92.98994974874371,82.66331658291458,0.0,98.34170854271356
179,92.81226438803719,82.65895953757226,0.0,98.34129178185474
180,92.76018099547511,82.42835595776772,0.0,98.34087481146305
181,92.60749308524014,82.29821473472467,0.0,98.34045763138043
182,92.6307847082495,82.11770623742454,0.0,98.34004024144869
183,92.60377358490567,82.13836477987421,0.0,98.33962264150944
184,92.62707599396074,81.80674383492702,0.0,98.33920483140413
185,92.65039013340045,81.75182481751825,0.0,98.33878681097407
186,92.5730110775428,81.47029204431017,0.0,98.28801611278952
187,92.59632334424577,81.46562578695543,0.0,98.2875849911861
188,92.61964735516372,80.55415617128463,0.0,98.28715365239294
189,92.64298311917359,80.47367094986143,0.0,98.28672209624591
190,92.6663306451613,80.41834677419355,0.0,98.26108870967742
191,92.68968994202167,80.33778674061003,0.0,98.2606503655155
192,92.71306101865859,80.33282904689864,0.0,98.26021180030257
193,92.61034047919294,80.15132408575032,0.0,98.25977301387138
194,92.63370332996973,79.81836528758829,0.0,98.25933400605449
195,92.65707797123392,79.61140550088317,0.0,98.25889477668433
196,92.68046441191318,79.48006057546694,0.0,98.25845532559313
197,92.70386266094421,79.34864933097703,0.0,98.25801565261298
198,92.72727272727273,78.98989898989899,0.0,98.25757575757575
199,92.7506946198535,78.98459206870422,0.0,98.23187673654964
200,92.67306720565942,78.97928246589187,0.0,98.23143001515918
201,92.69648723780642,78.87288349759919,0.0,98.23098306798079
202,92.71991911021233,78.8422649140546,0.0,98.17997977755309
203,92.7433628318584,78.73577749683945,0.0,98.1795195954488
204,92.76681841173495,78.52807283763278,0.0,98.1284774911482
205,92.79028585884139,78.47204654692638,0.0,98.12800404755882
206,92.81376518218623,78.4412955465587,0.0,98.12753036437248
207,92.83725639078715,78.35990888382688,0.0,98.12705644140723
208,92.86075949367088,78.35443037974683,0.0,98.12658227848101
209,92.88427449987338,78.14636616865029,0.0,98.12610787541149
210,92.90780141843972,78.11550151975683,0.0,98.10030395136778
211,92.93134025842411,77.95794274132253,0.0,98.099822650114
212,92.95489102889002,77.85098834262544,0.0,98.09934110491638
213,92.97845373891002,77.74397972116603,0.0,98.09885931558935
214,93.00202839756592,77.58620689655173,0.0,98.09837728194726
215,93.02561501394877,77.12401724575197,0.0,98.09789500380421
216,93.0492135971588,77.11821410451547,0.0,98.09741248097413
217,92.99670134483634,76.98553666582086,0.0,98.09692971327074
218,93.02030456852792,76.57360406091371,0.0,98.09644670050761
219,93.04391977659304,76.46610814927647,0.0,98.09596344249809
220,93.0675469781615,76.23158963941087,0.0,98.09547993905535
221,93.09118618237237,76.1747523495047,0.0,98.09499618999239
222,93.11483739837398,76.14329268292683,0.0,98.09451219512195
223,93.13850063532402,76.13722998729352,0.0,98.09402795425667
224,93.16217590238942,76.05490594814438,0.0,98.09354346720895
225,93.13501144164759,76.0233918128655,0.0,98.093058733791
226,93.1586978636826,75.96642929806714,0.0,98.09257375381485
227,93.00432459933859,75.93487662172475,0.0,98.09208852709234
228,92.7735368956743,75.67430025445293,0.0,98.09160305343511
229,92.56808348180199,75.64265716467294,0.0,97.91295495036906
230,92.54073319755601,75.5091649694501,0.0,97.91242362525458
231,92.51336898395722,75.29921059332824,0.0,97.91189202953909
232,92.46051961283749,75.1146204788589,0.0,97.91136016301579
233,92.45859872611464,75.00636942675159,0.0,97.91082802547771
234,92.40570846075433,75.0,0.0,97.73190621814474
235,92.37828192709661,74.993627326026,0.0,97.6038745857762
236,92.35084140744519,75.01274859765425,0.0,97.60326364099949
237,92.22137209895435,75.03187962254528,0.0,97.60265238459577
238,92.1938775510204,74.51530612244898,0.0,97.60204081632654
239,92.19188568512375,74.40673641235009,0.0,97.60142893595305
240,92.18989280245023,74.22154160285861,0.0,97.60081674323635
241,92.2134286443707,74.18943068675006,0.0,97.60020423793719
242,92.10929519918284,73.90194075587334,0.0,97.59959141981614
243,92.05619412515965,73.86973180076629,0.0,97.59897828863346
244,92.07971384772611,73.83750638732754,0.0,97.54726622381196
245,92.05213391259903,73.6008177868643,0.0,97.54663940710452
246,92.05010224948876,73.59406952965236,0.0,97.54601226993866
247,91.97136282280746,73.53618000511378,0.0,97.54538481206852
248,91.91815856777494,73.47826086956522,0.0,97.54475703324808
249,91.91609107188539,73.4714760808391,0.0,97.56971092350985
250,91.91402251791197,73.49027635619242,0.0,97.59467758444217
251,91.83516764781162,73.4067059124648,0.0,97.5940619401075
252,91.80747567844342,73.37429595494112,0.0,97.56784434203789
253,91.83098591549296,72.98335467349551,0.0,97.56722151088348
254,91.77766393442623,72.92520491803279,0.0,97.56659836065573
255,91.80117858057905,71.58595951831924,0.0,97.5659748911094
256,91.74782162993337,71.39928241927217,0.0,97.56535110199897
257,91.54063060753653,71.39195078185081,0.0,97.5647269930787
258,91.46153846153847,71.28205128205128,0.0,97.56410256410257
259,91.45934855091049,71.22339061297768,0.0,97.56347781482431
260,91.48281169830682,71.21600820933813,0.0,97.51154438173423
261,91.50628688734925,71.18296125224532,0.0,97.51090582499359
262,91.52977412731006,70.89322381930185,0.0,97.51026694045174
263,91.55327342747111,70.91142490372272,0.0,97.50962772785623
264,91.57678479712378,70.62146892655367,0.0,97.50898818695428
265,91.60030824556897,70.3056768558952,0.0,97.50834831749293
266,91.21274409044193,70.22096608427543,0.0,97.5077081192189
267,91.23618607041891,70.21331277306605,0.0,97.5070675918787
268,91.25964010282776,70.05141388174808,0.0,97.50642673521851
269,91.2831061969658,70.04371303677038,0.0,97.53149910002571
270,91.2551440329218,69.83024691358025,0.0,97.53086419753086
271,90.99562644713146,69.7195780807821,0.0,97.50450218677643
272,90.96757591353577,69.35151827071539,0.0,97.50386001029337
273,90.990990990991,68.82882882882883,0.0,97.5032175032175
274,91.01441812564367,68.79505664263645,0.0,97.50257466529351
275,91.03785732680917,68.40072109193922,0.0,97.50193149626577
276,91.06130860381246,68.36682122617208,0.0,97.50128799587841
277,91.08477196598815,68.3329038907498,0.0,97.5006441638753
278,91.1082474226804,68.27319587628865,0.0,97.5
279,91.1317349832431,68.23923691673112,0.0,97.47357566383089
280,91.15523465703971,68.20526044352759,0.0,97.47292418772564
281,91.0755738973433,68.1454733041011,0.0,97.4722723755481
282,91.07327141382869,68.00825593395253,0.0,97.47162022703819
283,91.07096774193549,67.97419354838709,0.0,97.47096774193548
284,91.09447599380485,67.8884873515746,0.0,97.47031491997934
285,90.96307771753163,67.64781822876323,0.0,97.39220242705913
286,90.9607438016529,67.25206611570248,0.0,97.39152892561984
287,90.90674244381297,67.0886075949367,0.0,97.2358563678636
288,90.74935400516796,66.79586563307494,0.0,97.23514211886305
289,90.74696303954511,66.58051176014474,0.0,97.23442750064616
290,90.6928645294726,66.59772492244053,0.0,97.23371251292657
291,90.66459787949314,66.58908714765968,0.0,97.23299715541764
292,90.55871702017589,66.1148473874806,0.0,97.23228142783239
293,90.55627425614489,66.10608020698577,0.0,97.23156532988357
294,90.37267080745342,66.1231884057971,0.0,97.10144927536231
295,90.31840538441625,65.36370696349987,0.0,97.10069893864872
296,90.34179181771103,65.30295183842568,0.0,97.09994821336095
297,90.13209013209013,65.2939652939653,0.0,97.04739704739704
298,89.81865284974093,65.12953367875647,0.0,97.04663212435233
299,89.76418761337133,65.04275719098212,0.0,97.04586680487172
300,89.68377397615345,65.03369621565578,0.0,97.04510108864697
301,89.39590355198341,64.81721545242416,0.0,96.78506611355976
302,89.41908713692946,64.80809128630706,0.0,96.70643153526972
303,89.3385214007782,64.69520103761349,0.0,96.70557717250324
304,89.28386092371562,64.58225220550078,0.0,96.574987026466
305,89.25512587594082,64.44329094212303,0.0,96.57409810537244
306,89.25233644859813,64.40809968847353,0.0,96.57320872274143
307,89.2235782913529,64.16515190859516,0.0,96.57231887821345
308,88.96103896103897,64.12987012987013,0.0,96.57142857142857
309,88.90620940504027,63.93868537282411,0.0,96.57053780202651
310,88.7993762993763,63.59147609147609,0.0,96.56964656964657
311,88.82245905900702,63.29607486353002,0.0,96.33480634260462
312,88.76755070202807,63.312532501300055,0.0,96.33385335413416
313,88.19245773732119,63.30299089726918,0.0,96.30689206762028
314,88.0853277835588,63.31945889698231,0.0,96.30593132154006
315,88.08222742648972,63.231850117096016,0.0,96.30497007546188
316,88.05309734513274,63.248308172826654,0.0,96.27798021863613
317,88.02395209580838,63.1866701379849,0.0,96.27701119500131
318,87.68229166666667,63.098958333333336,0.0,96.27604166666667
319,87.62698619432143,62.307892680385514,0.0,96.27507163323783
320,87.46743095362167,62.324127149557064,0.0,96.16988014590933
321,87.38597862913734,62.314308053166535,0.0,96.16888193901485
322,87.38269030239833,62.14807090719499,0.0,96.16788321167883
323,87.40547588005215,61.48631029986962,0.0,96.16688396349413
324,87.4282733437663,61.371935315597284,0.0,96.13980177360459
325,87.45108270284372,61.15314375163058,0.0,96.13879467779807
326,87.34342379958247,60.12526096033403,0.0,96.13778705636743
327,87.36622291829809,60.08874967371443,0.0,96.13677890890106
328,87.36292428198433,60.07832898172324,0.0,96.13577023498695
329,87.38574040219379,60.09401932619483,0.0,96.00417863671977
330,87.14733542319749,60.05747126436781,0.0,96.00313479623824
331,87.1178468774497,59.94251371831722,0.0,96.00209041024301
332,87.14061683220073,59.749085206481965,0.0,96.00104547830632
333,87.11111111111111,59.529411764705884,0.0,95.94771241830065
334,87.13389121338912,59.49267782426778,0.0,95.92050209205021
335,87.15668323306303,59.37745226262098,0.0,95.91943499869213
336,87.17948717948718,59.13134484563056,0.0,95.91836734693878
337,87.20230306202565,59.12064904475268,0.0,95.91729913635174
338,87.09424083769633,58.87434554973822,0.0,95.91623036649214
339,86.90756742602775,58.73265252683949,0.0,95.91516103692067
340,86.74698795180723,58.56469355683604,0.0,95.91409114719748
341,86.76971443542048,58.160859313597065,0.0,95.93921928215876
342,86.79245283018868,57.9664570230608,0.0,95.93815513626835
343,86.81520314547838,57.745740498034074,0.0,95.93709043250328
344,86.83796539066597,57.73466177241741,0.0,95.93602517042476
345,86.86073957513769,57.74980330448466,0.0,95.88250721216889
346,86.8572927597062,57.686253934942286,0.0,95.88142707240294
347,86.88008396746261,57.59643138283915,0.0,95.88034636578325
348,86.61417322834646,57.16535433070866,0.0,95.87926509186352
349,86.61065896560777,57.15410868994487,0.0,95.8781832501969
350,86.63340336134453,57.0640756302521,0.0,95.90336134453781
351,86.6561597058051,56.658786446020486,0.0,95.9022852639874
352,86.65265370467682,56.64739884393064,0.0,95.90120861797162
353,86.67542706964521,56.662286465177395,0.0,95.90013140604468
354,86.56677181913776,56.650893796004205,0.0,95.89905362776025
355,86.51064948724691,56.481724953983694,0.0,95.89797528267158
356,86.37559179379274,56.496580746975276,0.0,95.73908469226723
357,86.39831623257038,56.51144435674822,0.0,95.7379636937648
358,86.42105263157895,56.526315789473685,0.0,95.71052631578948
359,86.44380100026322,56.30429060279021,0.0,95.41984732824427
360,86.46656134807793,56.31911532385466,0.0,95.41864139020537
361,86.41032393995259,56.20226494601001,0.0,95.39109823544904
362,86.40674394099052,55.84826132771338,0.0,95.38988408851422
363,86.42951251646903,55.73122529644269,0.0,95.38866930171278
364,86.4259356879283,55.58777016341592,0.0,95.38745387453875
365,86.02689164249934,54.996045346691275,0.0,95.41260216187715
366,86.02320675105486,54.957805907173,0.0,95.4113924050633
367,85.91400685834873,54.84041150092324,0.0,95.41018201002375
368,85.93667546174143,54.854881266490764,0.0,95.4089709762533
369,85.95935603061494,54.81657429400897,0.0,95.40775930324624
370,85.6388595564942,54.672650475184795,0.0,95.40654699049631
371,85.58225508317929,54.68708740427779,0.0,95.4053340374967
372,85.41996830427892,54.67511885895404,0.0,95.37770734284204
373,85.20475561426684,54.53104359313078,0.0,95.37648612945839
374,85.1215644820296,54.51902748414376,0.0,95.3752642706131
375,85.01189532117367,54.16336241078509,0.0,95.37404176579435
376,85.00793231094659,53.99259650978318,0.0,95.37281861448969
377,85.00396720444327,54.00687648770167,0.0,95.31869875694261
378,84.92063492063492,53.94179894179894,0.0,95.29100529100529
379,84.51971421010849,53.79730087324689,0.0,95.31622122254565
380,84.54208575966119,53.78507146638433,0.0,95.31498147167814
381,84.53799311622981,52.15779719353985,0.0,95.31374106433678
382,84.0572033898305,52.01271186440678,0.0,95.3125
383,83.9205298013245,51.443708609271525,0.0,95.25827814569537
384,83.91626921038686,51.37784843667197,0.0,95.25702172760997
385,83.93851046912272,50.78187119003446,0.0,95.25576464351974
386,83.85471898197243,50.583244962884415,0.0,95.25450689289502
387,83.45266507557677,50.59665871121718,0.0,95.25324847520551
388,83.47480106100795,50.53050397877984,0.0,95.25198938992042
389,83.44388431944813,50.35818519501194,0.0,95.25072963650835
390,83.41295116772824,50.37154989384289,0.0,95.24946921443737
391,83.43509423944784,50.27873639500929,0.0,95.24820812317493
392,83.45724907063197,50.26553372278279,0.0,95.246946362188
393,83.47941567065072,50.1726427622842,0.0,95.27224435590969
394,83.50159404888417,50.18597236981934,0.0,95.27098831030818
395,83.33776242359819,50.19930906191868,0.0,95.26973159712995
396,83.3599149388623,50.21265284423179,0.0,95.24189261031367
397,83.11619250199415,50.19941504918904,0.0,95.24062749268812
398,83.13829787234043,50.212765957446805,0.0,95.2127659574468
399,83.00079808459697,50.22612396914073,0.0,95.21149241819633
400,82.91644491750931,48.430015965939326,0.0,95.21021820117083
401,82.69896193771626,48.41628959276018,0.0,95.07585839765771
402,82.7209797657082,48.429179978700745,0.0,95.0479233226837
403,82.6364846870839,48.41544607190413,0.0,95.04660452729694
404,82.57858284496537,48.40170484816196,0.0,95.04528502930208
405,82.6005861977085,48.414601652011726,0.0,95.04396482813749
406,82.62260127931769,48.427505330490405,0.0,95.04264392324095
407,82.53798986936818,48.44041588909624,0.0,95.04132231404958
408,82.4,48.45333333333333,0.0,94.96
409,82.04854627900774,48.466257668711656,0.0,94.95865564150441
410,81.93703308431164,47.67876200640342,0.0,94.95731056563501
411,81.90552441953562,47.69148652255137,0.0,94.95596477181745
412,81.66043780032034,45.99572877736252,0.0,94.95461825947677
413,81.65554072096128,46.00801068090788,0.0,94.95327102803738
414,80.71581196581197,45.245726495726494,0.0,94.95192307692308
415,80.71065989847716,45.17766497461929,0.0,94.95057440555703
416,80.5184393372528,43.96044895777659,0.0,94.84233030464992
417,80.37957765303395,39.18738305265972,0.0,94.84095161721464
418,80.21390374331551,39.17112299465241,0.0,94.83957219251337
419,80.23535704733887,39.18159935811715,0.0,94.83819202995453
420,80.25682182985554,39.11182450508293,0.0,94.83681112894595
421,80.27829810008028,39.12229060743912,0.0,94.83542948889483
422,80.29978586723769,38.97216274089936,0.0,94.8340471092077
423,80.32128514056225,38.92904953145917,0.0,94.8326639892905
424,80.20889126941617,37.78789501874665,0.0,94.83128012854847
425,80.23037771229573,37.583712831502815,0.0,94.82989552638628
426,80.06430868167203,37.352625937834944,0.0,94.82851018220794
427,80.08576789064594,37.148217636022515,0.0,94.71991423210936
428,80.10723860589812,37.10455764075067,0.0,94.71849865951742
429,80.12872083668543,36.92679002413516,0.0,94.7170823277018
430,80.09656652360515,36.85622317596567,0.0,94.66201716738198
431,80.11805741883552,36.86611215454789,0.0,94.66058492084787
432,80.00536768652711,36.71497584541063,0.0,94.63231347289319
433,79.75838926174497,36.26845637583892,0.0,94.63087248322148
434,79.75295381310418,36.224489795918366,0.0,94.62943071965628
435,79.69379532634971,36.23421971528337,0.0,94.627988181574
436,79.71520687802257,36.1902203116604,0.0,94.57281031703386
437,79.57538296156947,35.877452297769416,0.0,94.57135178715399
438,79.59677419354838,35.67204301075269,0.0,94.59677419354838
439,79.61817692928207,35.681634848077444,0.0,94.59532132293627
440,79.63959117805271,35.66433566433567,0.0,94.59386767079074
441,79.55340328221685,35.67393058918483,0.0,94.5655098197471
442,79.57481162540365,35.62970936490851,0.0,94.56404736275564
443,79.59623149394348,35.639300134589504,0.0,94.56258411843876
444,79.29456112008616,35.64889606892838,0.0,94.42649434571891
445,79.315917048209,35.65849717209803,0.0,94.37112846754646
446,79.33728448275862,35.641163793103445,0.0,94.36961206896552
447,79.35866343303692,35.65076798706548,0.0,94.36809485313931
448,79.29919137466307,35.498652291105124,0.0,94.33962264150944
449,79.32057158263683,35.5082232407657,0.0,94.31113507684012
450,79.26105717367854,35.40992448759439,0.0,94.30960086299892
451,79.28243862961963,34.63717291610467,0.0,94.30806582141894
452,79.22288181327576,34.64651915812196,0.0,94.225580140313
453,79.2442645074224,34.65587044534413,0.0,94.22402159244264
454,79.18466522678186,34.66522678185745,0.0,94.16846652267819
455,79.12503375641371,34.593572778827976,0.0,94.16689170942479
456,79.11939492166397,34.089681253376554,0.0,94.13830361966505
457,79.113753039719,33.58551742772224,0.0,94.13671980545799
458,78.97297297297297,33.54054054054054,0.0,94.13513513513513
459,78.94025412273588,33.52257366855907,0.0,94.13354960800216
460,78.69118442401297,33.531638723634394,0.0,94.07787993510006
461,78.71246956992155,33.54070868271572,0.0,94.07627806329457
462,78.73376623376623,33.54978354978355,0.0,94.07467532467533
463,78.75507442489851,33.504736129905275,0.0,94.07307171853857
464,78.61396859772604,33.51380617217109,0.0,94.07146724417976
465,78.60817763336041,33.333333333333336,0.0,94.06986190089359
466,78.62946912242687,33.34236186348863,0.0,94.09534127843988
467,78.59658629097805,33.3513952858304,0.0,94.09374153345976
